OGD_ID,LOK_NR,LOK_TEXT,LOK_STATUS,LOK_ART,LOK_GEOMETRIE
LOKALISATION_1266,2313,Olgaweg,1,1,POINT (8.54752674 47.36814587)
LOKALISATION_1267,336,Bürkliplatz,1,2,POINT (8.54131237 47.36649809)
LOKALISATION_1268,2316,Robert-Walser-Gasse,1,1,POINT (8.54039358 47.37185162)
LOKALISATION_1269,2315,Friedrich-Glauser-Gasse,1,1,POINT (8.54431491 47.37598680)
LOKALISATION_1270,2153,Weinbergfussweg,1,1,POINT (8.54461677 47.37907029)
LOKALISATION_1271,1241,Leonhardstreppe,1,1,POINT (8.54376883 47.37889967)
LOKALISATION_1272,1276,Linthescherhof,1,2,POINT (8.53833078 47.37639293)
LOKALISATION_1273,1527,Pestalozzianlage,1,1,POINT (8.53881560 47.37555135)
LOKALISATION_1274,2171,Werdmühleplatz,1,2,POINT (8.53975073 47.37487341)
LOKALISATION_1275,2172,Werdmühlestrasse,1,1,POINT (8.53928591 47.37506927)
LOKALISATION_1276,1315,Malergasse,1,1,POINT (8.54406221 47.37451000)
LOKALISATION_1277,793,Häringsplatz,1,2,POINT (8.54392845 47.37487773)
LOKALISATION_1278,794,Häringstrasse,1,1,POINT (8.54415240 47.37483099)
LOKALISATION_1279,2103,Waffenplatzstrasse,1,1,POINT (8.52681534 47.35962702)
LOKALISATION_1280,1443,Neugutstrasse,1,1,POINT (8.52730487 47.35920649)
LOKALISATION_1281,1944,Steinhaldenstrasse,1,1,POINT (8.52764885 47.35958950)
LOKALISATION_1282,1221,Lavaterstrasse,1,1,POINT (8.53351114 47.35929139)
LOKALISATION_1283,1614,Richard-Wagner-Strasse,1,1,POINT (8.53289801 47.35920057)
LOKALISATION_1284,734,Grütlistrasse,1,1,POINT (8.53119135 47.36048133)
LOKALISATION_1285,1955,Sternenstrasse,1,1,POINT (8.53296010 47.36003891)
LOKALISATION_1286,1246,Lessingstrasse,1,1,POINT (8.52400633 47.35915162)
LOKALISATION_1287,507,Eulenweg,1,1,POINT (8.48264815 47.38259423)
LOKALISATION_1288,521,Feldblumenweg,1,1,POINT (8.48438725 47.38203155)
LOKALISATION_1289,990,Im Struppen,1,1,POINT (8.48269390 47.38845268)
LOKALISATION_1290,157,Bannholzstrasse,1,1,POINT (8.56131059 47.39495451)
LOKALISATION_1291,1390,Moosholzstrasse,1,1,POINT (8.56219709 47.39058053)
LOKALISATION_1292,700,Gottlieb-Kramer-Steig,1,1,POINT (8.55431224 47.38908412)
LOKALISATION_1293,1529,Peterstobelstrasse,1,1,POINT (8.56054052 47.39024997)
LOKALISATION_1294,1899,Spitalbachweg,1,1,POINT (8.55658502 47.39273074)
LOKALISATION_1295,307,Buchhölzlistrasse,1,1,POINT (8.56052027 47.39164484)
LOKALISATION_1296,1343,Massholderweg,1,1,POINT (8.56121369 47.39248185)
LOKALISATION_1297,1304,Lutherstrasse,1,1,POINT (8.52847964 47.37465526)
LOKALISATION_1298,1334,Marmorgasse,1,1,POINT (8.52561541 47.37707790)
LOKALISATION_1299,1647,Röntgenplatz,1,2,POINT (8.52670711 47.38511208)
LOKALISATION_1300,1933,Stauffacherbrücke,1,1,POINT (8.53088249 47.37115460)
LOKALISATION_1301,1582,Rebgasse,1,1,POINT (8.53046088 47.37415066)
LOKALISATION_1302,1852,Sihlbrücke,1,1,POINT (8.53217205 47.37329100)
LOKALISATION_1303,1777,Schöneggplatz,1,2,POINT (8.52559906 47.38052518)
LOKALISATION_1304,1854,Sihlhallenstrasse,1,1,POINT (8.52670788 47.37984948)
LOKALISATION_1305,1961,Stierliweg,1,1,POINT (8.51308563 47.37801140)
LOKALISATION_1306,526,Felix-und-Regula-Platz,1,2,POINT (8.51379967 47.38134711)
LOKALISATION_1307,780,Hardauweg,1,1,POINT (8.50988921 47.38298027)
LOKALISATION_1308,1984,Stüdliweg,1,1,POINT (8.51851143 47.38031781)
LOKALISATION_1309,619,Gamperstrasse,1,1,POINT (8.52465427 47.38044085)
LOKALISATION_1310,1743,Schienengasse,1,1,POINT (8.52654592 47.38058184)
LOKALISATION_1311,2150,Weichengasse,1,1,POINT (8.52762514 47.38047182)
LOKALISATION_1312,1146,Körnerstrasse,1,1,POINT (8.52191305 47.37390491)
LOKALISATION_1313,119,Bäckeranlage,1,2,POINT (8.52354473 47.37767535)
LOKALISATION_1314,769,Hallwylstrasse,1,1,POINT (8.52765476 47.37047908)
LOKALISATION_1315,2141,Weberstrasse,1,1,POINT (8.52852619 47.37048444)
LOKALISATION_1316,768,Hallwylplatz,1,2,POINT (8.52816123 47.37114470)
LOKALISATION_1317,1978,Strassburgstrasse,1,1,POINT (8.52832208 47.37285428)
LOKALISATION_1318,139,Bäckerstrasse,1,1,POINT (8.52889430 47.37493888)
LOKALISATION_1319,2230,Wyssgasse,1,1,POINT (8.52544144 47.37371751)
LOKALISATION_1320,1384,Molkenstrasse,1,1,POINT (8.52695416 47.37662421)
LOKALISATION_1321,1254,Leuengasse,1,1,POINT (8.54453219 47.37217739)
LOKALISATION_1322,1821,Sechseläutenplatz,1,2,POINT (8.54590293 47.36596655)
LOKALISATION_1323,2063,Ulmenweg,1,1,POINT (8.54035082 47.40531988)
LOKALISATION_1324,32,Albulastrasse,1,1,POINT (8.49532828 47.38758694)
LOKALISATION_1325,37,Algierstrasse,1,1,POINT (8.48043739 47.37982897)
LOKALISATION_1326,417,Dunkelhölzlistrasse,1,1,POINT (8.46836697 47.38906457)
LOKALISATION_1327,1712,Salzweg,1,1,POINT (8.47128017 47.38755969)
LOKALISATION_1328,2089,Vetterliweg,1,1,POINT (8.48436024 47.38487806)
LOKALISATION_1329,1370,Micafilstrasse,1,1,POINT (8.47835895 47.39255800)
LOKALISATION_1330,370,Dachslernstrasse,1,1,POINT (8.48100672 47.38819848)
LOKALISATION_1331,1926,Stampfenbrunnenstrasse,1,1,POINT (8.47983699 47.38796334)
LOKALISATION_1332,911,Hönggerrampe,1,1,POINT (8.49433966 47.39455877)
LOKALISATION_1333,589,Friedhofstrasse,1,1,POINT (8.47973854 47.38558057)
LOKALISATION_1334,506,Eugen-Huber-Strasse,1,1,POINT (8.48365492 47.38543794)
LOKALISATION_1335,80,Angererstrasse,1,1,POINT (8.53190977 47.36659853)
LOKALISATION_1336,646,Genferstrasse,1,1,POINT (8.53400573 47.36533234)
LOKALISATION_1337,1030,Jenatschstrasse,1,1,POINT (8.53406433 47.36400393)
LOKALISATION_1338,748,Gutenbergstrasse,1,1,POINT (8.53014487 47.36548194)
LOKALISATION_1339,738,Gubelhangstrasse,1,1,POINT (8.54258132 47.40864779)
LOKALISATION_1340,1041,Jungholzhof,1,1,POINT (8.54488785 47.41320822)
LOKALISATION_1341,1997,Talbächliweg,1,1,POINT (8.46723282 47.38945645)
LOKALISATION_1342,2020,Tischlerweg,1,1,POINT (8.47140999 47.39129107)
LOKALISATION_1343,538,Feusisbergli,1,1,POINT (8.47112113 47.39312353)
LOKALISATION_1344,673,Girhaldenweg,1,1,POINT (8.47559433 47.38443684)
LOKALISATION_1345,1257,Libellenweg,1,1,POINT (8.47688714 47.38612914)
LOKALISATION_1346,1138,Kolibriweg,1,1,POINT (8.47603056 47.38468741)
LOKALISATION_1347,1574,Rautihalde,1,1,POINT (8.47470195 47.38755676)
LOKALISATION_1348,991,Im Stückler,1,1,POINT (8.47648326 47.39117357)
LOKALISATION_1349,446,Eigenheimstrasse,1,1,POINT (8.47460657 47.39009924)
LOKALISATION_1350,1025,Jägergasse,1,1,POINT (8.53203526 47.37740654)
LOKALISATION_1351,1601,Reitergasse,1,1,POINT (8.53327298 47.37677900)
LOKALISATION_1352,1034,Johannesgasse,1,1,POINT (8.53144600 47.38299326)
LOKALISATION_1353,1336,Marstallweg,1,1,POINT (8.53325602 47.38290610)
LOKALISATION_1354,540,Fierzgasse,1,1,POINT (8.53157674 47.38399706)
LOKALISATION_1355,1263,Limmatplatz,1,2,POINT (8.53146533 47.38444694)
LOKALISATION_1356,1563,Radgasse,1,1,POINT (8.53698027 47.38014845)
LOKALISATION_1357,524,Feldgütliweg,1,1,POINT (8.52396239 47.37330797)
LOKALISATION_1358,2190,Wiesendangerstrasse,1,1,POINT (8.51244265 47.37265419)
LOKALISATION_1359,741,Güetliweg,1,1,POINT (8.53087601 47.41289924)
LOKALISATION_1360,1190,Kurzgasse,1,1,POINT (8.52761505 47.37727634)
LOKALISATION_1361,1158,Kräuelgasse,1,1,POINT (8.52904187 47.37598867)
LOKALISATION_1362,1586,Rebstockweg,1,1,POINT (8.49973864 47.40149880)
LOKALISATION_1363,2355,Kalandergasse,1,1,POINT (8.52307520 47.35872116)
LOKALISATION_1364,2354,Kalanderplatz,1,2,POINT (8.52305206 47.35832898)
LOKALISATION_1365,1947,Steinmühlegasse,1,1,POINT (8.53555038 47.37381800)
LOKALISATION_1366,920,Hornergasse,1,1,POINT (8.53610023 47.37423517)
LOKALISATION_1367,1292,Löwenplatz,1,2,POINT (8.53704000 47.37560755)
LOKALISATION_1368,651,Gerbergasse,1,1,POINT (8.53685034 47.37498995)
LOKALISATION_1369,615,Füsslistrasse,1,1,POINT (8.53742040 47.37313653)
LOKALISATION_1370,178,Beatengasse,1,1,POINT (8.54009959 47.37583135)
LOKALISATION_1371,1532,Pfalzgasse,1,1,POINT (8.54072383 47.37256186)
LOKALISATION_1372,2213,Wohllebgasse,1,1,POINT (8.54109182 47.37237406)
LOKALISATION_1373,1408,Mühlesteg,1,1,POINT (8.54272797 47.37558897)
LOKALISATION_1374,697,Gottfried-Keller-Strasse,1,1,POINT (8.54740188 47.36618721)
LOKALISATION_1375,511,Falkenstrasse,1,1,POINT (8.54834156 47.36560471)
LOKALISATION_1376,2011,Theaterstrasse,1,1,POINT (8.54553839 47.36710941)
LOKALISATION_1377,1919,Stadelhoferstrasse,1,1,POINT (8.54658826 47.36750265)
LOKALISATION_1378,1727,Schanzengasse,1,1,POINT (8.55011326 47.36803900)
LOKALISATION_1379,2062,Ulmbergstrasse,1,1,POINT (8.53126908 47.36583347)
LOKALISATION_1380,1702,Sädleneggweg,1,1,POINT (8.48767816 47.36450306)
LOKALISATION_1381,281,Bruderholzweg,1,1,POINT (8.59605357 47.36552901)
LOKALISATION_1382,2357,Hürlimannplatz,1,2,POINT (8.52610179 47.36519899)
LOKALISATION_1383,2358,Herterbrücke,1,1,POINT (8.52485179 47.36609455)
LOKALISATION_1384,1809,Schwarzbächlistrasse,1,1,POINT (8.51389405 47.32295275)
LOKALISATION_1385,1325,Marbachweg,1,1,POINT (8.51646177 47.32996129)
LOKALISATION_1386,1580,Rebenstrasse,1,1,POINT (8.51551324 47.33401349)
LOKALISATION_1387,2143,Wegackerstrasse,1,1,POINT (8.51619392 47.33488876)
LOKALISATION_1388,607,Frymannstrasse,1,1,POINT (8.51338589 47.33953548)
LOKALISATION_1389,2283,Zwirnerstrasse,1,1,POINT (8.51618733 47.33873869)
LOKALISATION_1390,2041,Triemlihalde,1,1,POINT (8.49324084 47.36499401)
LOKALISATION_1391,1010,In den Rütenen,1,1,POINT (8.49241325 47.36608330)
LOKALISATION_1392,1559,Püntstrasse,1,1,POINT (8.48414315 47.37407045)
LOKALISATION_1393,1011,In der Breiti,1,1,POINT (8.48489986 47.37742444)
LOKALISATION_1394,466,Else-Züblin-Strasse,1,1,POINT (8.48954011 47.37732642)
LOKALISATION_1395,501,Espenhofweg,1,1,POINT (8.49838270 47.37288953)
LOKALISATION_1396,569,Frauenbrünnelistrasse,1,1,POINT (8.56482004 47.39208279)
LOKALISATION_1397,2126,Wallisackerweg,1,1,POINT (8.58748194 47.36501933)
LOKALISATION_1398,1290,Loorentorweg,1,1,POINT (8.58765700 47.36617345)
LOKALISATION_1399,811,Hedwigstrasse,1,1,POINT (8.56435581 47.36095654)
LOKALISATION_1400,817,Hegibachplatz,1,2,POINT (8.56067283 47.36194484)
LOKALISATION_1401,222,Billrothweg,1,1,POINT (8.55895612 47.36293388)
LOKALISATION_1402,1498,Olivengasse,1,1,POINT (8.55767385 47.36379922)
LOKALISATION_1403,250,Böcklinstrasse,1,1,POINT (8.56042247 47.36399551)
LOKALISATION_1404,1302,Lunastrasse,1,1,POINT (8.55955604 47.36440040)
LOKALISATION_1405,835,Heliosstrasse,1,1,POINT (8.55983748 47.36363762)
LOKALISATION_1406,1570,Rankstrasse,1,1,POINT (8.56539392 47.36083309)
LOKALISATION_1407,363,Conrad-Ferdinand-Meyer-Strasse,1,1,POINT (8.53267466 47.35868103)
LOKALISATION_1408,1726,Schanzeneggstrasse,1,1,POINT (8.53445175 47.36941319)
LOKALISATION_1409,332,Bürglistrasse,1,1,POINT (8.52924443 47.36183533)
LOKALISATION_1410,1078,Katharinenweg,1,1,POINT (8.52850676 47.36078965)
LOKALISATION_1411,1943,Steinentischstrasse,1,1,POINT (8.52726154 47.36421460)
LOKALISATION_1412,1851,Sihlberg,1,1,POINT (8.52512568 47.36357456)
LOKALISATION_1413,1902,Splügenstrasse,1,1,POINT (8.53408392 47.36442408)
LOKALISATION_1414,2008,Tessinerplatz,1,2,POINT (8.53175378 47.36432576)
LOKALISATION_1415,108,Aubrigstrasse,1,1,POINT (8.53097978 47.36731808)
LOKALISATION_1416,252,Bodmerstrasse,1,1,POINT (8.53336135 47.36543446)
LOKALISATION_1417,386,Dianastrasse,1,1,POINT (8.53342436 47.36889211)
LOKALISATION_1418,676,Glärnischstrasse,1,1,POINT (8.53775841 47.36770476)
LOKALISATION_1419,1975,Stotzstrasse,1,1,POINT (8.51144291 47.33127996)
LOKALISATION_1420,1976,Stotzweg,1,1,POINT (8.51462914 47.33079311)
LOKALISATION_1421,1352,Medikerweg,1,1,POINT (8.51461642 47.34063808)
LOKALISATION_1422,880,Höcklerweg,1,1,POINT (8.51672749 47.34209769)
LOKALISATION_1423,1319,Maneggpromenade,1,1,POINT (8.51298872 47.32955317)
LOKALISATION_1424,1881,Soodstrasse,1,1,POINT (8.51815942 47.32842598)
LOKALISATION_1425,1112,Kleeweidstrasse,1,1,POINT (8.51228911 47.32991406)
LOKALISATION_1426,574,Freieckgasse,1,1,POINT (8.54590742 47.36734541)
LOKALISATION_1427,1558,Promenadengasse,1,1,POINT (8.54940370 47.36885373)
LOKALISATION_1428,1087,Kelchweg,1,1,POINT (8.48000279 47.38946646)
LOKALISATION_1429,1377,Mirabellenstrasse,1,1,POINT (8.47723318 47.38925506)
LOKALISATION_1430,1995,Sustenweg,1,1,POINT (8.47821663 47.38736634)
LOKALISATION_1431,805,Hausäcker,1,1,POINT (8.47722755 47.39009668)
LOKALISATION_1432,906,Holunderweg,1,1,POINT (8.53623498 47.40841855)
LOKALISATION_1433,1206,Langgrütstrasse,1,1,POINT (8.48999419 47.37455250)
LOKALISATION_1434,53,Altweg,1,1,POINT (8.49161236 47.37155536)
LOKALISATION_1435,1207,Langgrütweg,1,1,POINT (8.48894659 47.37329583)
LOKALISATION_1436,1088,Kellerweg,1,1,POINT (8.49342340 47.36582572)
LOKALISATION_1437,966,Im Heimgärtli,1,1,POINT (8.48935924 47.37000767)
LOKALISATION_1438,137,Bachwiesenstrasse,1,1,POINT (8.48468491 47.37593137)
LOKALISATION_1439,138,Bachwiesenweg,1,1,POINT (8.48628005 47.37813443)
LOKALISATION_1440,710,Greblerweg,1,1,POINT (8.48225200 47.37748273)
LOKALISATION_1441,983,Im Schaber,1,1,POINT (8.47993982 47.37449233)
LOKALISATION_1442,226,Binzstrasse,1,1,POINT (8.51609031 47.36284690)
LOKALISATION_1443,668,Giesshübelstrasse,1,1,POINT (8.52224024 47.35937332)
LOKALISATION_1444,495,Ernst-Zöbeli-Weg,1,1,POINT (8.47503644 47.39194432)
LOKALISATION_1445,515,Farbhofweg,1,1,POINT (8.47836575 47.39044810)
LOKALISATION_1446,102,Arvenweg,1,1,POINT (8.48248472 47.38237972)
LOKALISATION_1447,1768,Schneebeliweg,1,1,POINT (8.48225223 47.38439237)
LOKALISATION_1448,371,Dachslernweg,1,1,POINT (8.48322708 47.38750960)
LOKALISATION_1449,847,Herrligstrasse,1,1,POINT (8.48490380 47.38904129)
LOKALISATION_1450,1270,Lindenplatz,1,2,POINT (8.48583708 47.38757394)
LOKALISATION_1451,2224,Würzgrabenstrasse,1,1,POINT (8.49466895 47.39285355)
LOKALISATION_1452,1612,Ricarda-Huch-Strasse,1,1,POINT (8.53991059 47.41196675)
LOKALISATION_1453,2288,Regina-Kägi-Hof,1,1,POINT (8.53282612 47.41211650)
LOKALISATION_1454,2091,Viktoriastrasse,1,1,POINT (8.55118529 47.40605039)
LOKALISATION_1455,1708,Salerstrasse,1,1,POINT (8.54800091 47.40707129)
LOKALISATION_1456,1420,Murwiesenstrasse,1,1,POINT (8.55565738 47.40215176)
LOKALISATION_1457,210,Berninastrasse,1,1,POINT (8.55178552 47.40271788)
LOKALISATION_1458,79,Angelikaweg,1,1,POINT (8.53517667 47.41084321)
LOKALISATION_1459,229,Birchdörfli,1,1,POINT (8.53097056 47.40921236)
LOKALISATION_1460,695,Goldregenweg,1,1,POINT (8.53316077 47.40987887)
LOKALISATION_1461,1802,Schwalbenweg,1,1,POINT (8.53569245 47.41020007)
LOKALISATION_1462,1007,Immenweg,1,1,POINT (8.53044990 47.41014353)
LOKALISATION_1463,124,Azurstrasse,1,1,POINT (8.53990235 47.40820231)
LOKALISATION_1464,1213,Langwiesstrasse,1,1,POINT (8.53585194 47.41105315)
LOKALISATION_1465,278,Brown-Boveri-Strasse,1,1,POINT (8.53649388 47.41475623)
LOKALISATION_1466,553,Föhrenstrasse,1,1,POINT (8.54195663 47.40737976)
LOKALISATION_1467,838,Helvetiaplatz,1,2,POINT (8.52690683 47.37599145)
LOKALISATION_1468,2281,Zwinglistrasse,1,1,POINT (8.52841806 47.37852373)
LOKALISATION_1469,25,Albertstrasse,1,1,POINT (8.52590303 47.38636343)
LOKALISATION_1470,1119,Klingenstrasse,1,1,POINT (8.53326017 47.38165033)
LOKALISATION_1471,1550,Postbrücke,1,1,POINT (8.53699431 47.37797107)
LOKALISATION_1472,1791,Schulstrasse,1,1,POINT (8.54368710 47.41020030)
LOKALISATION_1473,739,Gubelstrasse,1,1,POINT (8.54420418 47.40830034)
LOKALISATION_1474,567,Franklinstrasse,1,1,POINT (8.54495778 47.40923339)
LOKALISATION_1475,172,Baumackerstrasse,1,1,POINT (8.54516485 47.40851702)
LOKALISATION_1476,1438,Neudorfstrasse,1,1,POINT (8.54859041 47.41160134)
LOKALISATION_1477,1308,Magdalenenstrasse,1,1,POINT (8.55617962 47.40567623)
LOKALISATION_1478,292,Brünneliacker,1,1,POINT (8.48493173 47.37183856)
LOKALISATION_1479,1703,Sädlenweg,1,1,POINT (8.48782471 47.36748023)
LOKALISATION_1480,691,Goldackerweg,1,1,POINT (8.48684378 47.37076415)
LOKALISATION_1481,2352,Hädrichstrasse,1,1,POINT (8.49037555 47.37868455)
LOKALISATION_1482,1904,Sportweg,1,1,POINT (8.50651245 47.39225179)
LOKALISATION_1483,626,Gasometerstrasse,1,1,POINT (8.52947911 47.38453491)
LOKALISATION_1484,120,Ausstellungsstrasse,1,1,POINT (8.53330799 47.38441125)
LOKALISATION_1485,1859,Sihlquai,1,1,POINT (8.53722738 47.38295155)
LOKALISATION_1486,472,Engelstrasse,1,1,POINT (8.52210568 47.37491259)
LOKALISATION_1487,523,Feldenmoosstrasse,1,1,POINT (8.47073632 47.36921229)
LOKALISATION_1488,266,Brandweg,1,1,POINT (8.47334614 47.36370265)
LOKALISATION_1489,1368,Metzgerweg,1,1,POINT (8.47263016 47.36639816)
LOKALISATION_1490,150,Bahnweg,1,1,POINT (8.47642129 47.36067374)
LOKALISATION_1491,1765,Schmidgasse,1,1,POINT (8.54345306 47.37473036)
LOKALISATION_1492,65,Am Rank,1,1,POINT (8.54377639 47.37543818)
LOKALISATION_1493,704,Gräbligasse,1,1,POINT (8.54417194 47.37553839)
LOKALISATION_1494,588,Friedheimstrasse,1,1,POINT (8.55426248 47.40401460)
LOKALISATION_1495,622,Gartenhofstrasse,1,1,POINT (8.52558599 47.37229244)
LOKALISATION_1496,1411,Müllerstrasse,1,1,POINT (8.52957151 47.37531989)
LOKALISATION_1497,1912,St. Jakobstrasse,1,1,POINT (8.52817750 47.37388674)
LOKALISATION_1498,1301,Luisenstrasse,1,1,POINT (8.52861522 47.38259688)
LOKALISATION_1499,510,Fabrikstrasse,1,1,POINT (8.52754067 47.38605166)
LOKALISATION_1500,2265,Zollstrasse,1,1,POINT (8.53309516 47.38074237)
LOKALISATION_1501,1265,Limmatstrasse,1,1,POINT (8.53012133 47.38580206)
LOKALISATION_1502,785,Hardgutstrasse,1,1,POINT (8.50389846 47.38518634)
LOKALISATION_1503,488,Erismannstrasse,1,1,POINT (8.51810338 47.37874984)
LOKALISATION_1504,661,Gessnerbrücke,1,1,POINT (8.53514163 47.37633751)
LOKALISATION_1505,2262,Zollbrücke,1,1,POINT (8.53788181 47.37944543)
LOKALISATION_1506,672,Girhaldenstrasse,1,1,POINT (8.47473944 47.38480261)
LOKALISATION_1507,311,Buchlernstrasse,1,1,POINT (8.47780855 47.38270530)
LOKALISATION_1508,1717,Saumackerstrasse,1,1,POINT (8.48877423 47.38848826)
LOKALISATION_1509,562,Fortunagasse,1,1,POINT (8.54055404 47.37336915)
LOKALISATION_1510,1268,Lindenhof,1,2,POINT (8.54076954 47.37304313)
LOKALISATION_1511,145,Bahnhofbrücke,1,1,POINT (8.54264643 47.37695717)
LOKALISATION_1512,2110,Waisenhausstrasse,1,1,POINT (8.54070320 47.37645455)
LOKALISATION_1513,179,Beatenplatz,1,2,POINT (8.54134392 47.37602208)
LOKALISATION_1514,2112,Walcheplatz,1,2,POINT (8.54295384 47.37877019)
LOKALISATION_1515,420,Duttweilerstrasse,1,1,POINT (8.51315412 47.39109526)
LOKALISATION_1516,1439,Neue Hard,1,1,POINT (8.52073249 47.38649849)
LOKALISATION_1517,2199,Wilhelmstrasse,1,1,POINT (8.52309862 47.38981308)
LOKALISATION_1518,1640,Roggenstrasse,1,1,POINT (8.52516340 47.38825032)
LOKALISATION_1519,657,Gerstenstrasse,1,1,POINT (8.52499788 47.38994841)
LOKALISATION_1520,655,Geroldrampe,1,1,POINT (8.51917284 47.38593821)
LOKALISATION_1521,656,Geroldstrasse,1,1,POINT (8.51977320 47.38568050)
LOKALISATION_1522,789,Hardturmrampe,1,1,POINT (8.52094844 47.39115030)
LOKALISATION_1523,498,Escher-Wyss-Platz,1,2,POINT (8.52265024 47.39087935)
LOKALISATION_1524,790,Hardturmsteg,1,1,POINT (8.51314793 47.39429794)
LOKALISATION_1525,2035,Traugottstrasse,1,1,POINT (8.52226144 47.38988631)
LOKALISATION_1526,377,Dammweg,1,1,POINT (8.52661740 47.38865928)
LOKALISATION_1527,1340,Mascha-Kaléko-Weg,1,1,POINT (8.53915512 47.41268960)
LOKALISATION_1528,1453,Niederdorfstrasse,1,1,POINT (8.54400057 47.37608274)
LOKALISATION_1529,1405,Mühlegasse,1,1,POINT (8.54520888 47.37442822)
LOKALISATION_1530,1813,Schweizergasse,1,1,POINT (8.53815587 47.37601604)
LOKALISATION_1531,2079,Uraniastrasse,1,1,POINT (8.54112882 47.37444356)
LOKALISATION_1532,1547,Platzpromenade,1,1,POINT (8.53906404 47.37979013)
LOKALISATION_1533,1850,Sihlamtsstrasse,1,1,POINT (8.53029519 47.36943676)
LOKALISATION_1534,652,Gerechtigkeitsgasse,1,1,POINT (8.53205726 47.36983651)
LOKALISATION_1535,1863,Sihlstrasse,1,1,POINT (8.53328250 47.37300282)
LOKALISATION_1536,399,Dorflindenstrasse,1,1,POINT (8.54900135 47.40800590)
LOKALISATION_1537,493,Ernastrasse,1,1,POINT (8.51668685 47.38077417)
LOKALISATION_1538,842,Herman-Greulich-Strasse,1,1,POINT (8.51973547 47.37793374)
LOKALISATION_1539,1455,Nietengasse,1,1,POINT (8.52570010 47.37983291)
LOKALISATION_1540,388,Dienerstrasse,1,1,POINT (8.52566282 47.37919482)
LOKALISATION_1541,267,Brauerstrasse,1,1,POINT (8.52540964 47.37866606)
LOKALISATION_1542,590,Wahlenpark,1,2,POINT (8.54115661 47.41594546)
LOKALISATION_1543,2340,Quarzstrasse,1,1,POINT (8.58534121 47.35597201)
LOKALISATION_1544,436,Eichbühlstrasse,1,1,POINT (8.50909148 47.38355740)
LOKALISATION_1545,20,Agnesstrasse,1,1,POINT (8.51235266 47.37869189)
LOKALISATION_1546,2342,Diabasweg,1,1,POINT (8.58709774 47.35468013)
LOKALISATION_1547,857,Hildastrasse,1,1,POINT (8.51607451 47.37635428)
LOKALISATION_1548,873,Hirzelstrasse,1,1,POINT (8.51398863 47.38108923)
LOKALISATION_1549,2034,Traubenstrasse,1,1,POINT (8.53213910 47.36043956)
LOKALISATION_1550,2083,Utobrücke,1,1,POINT (8.52342339 47.36023280)
LOKALISATION_1551,290,Bruneggweg,1,1,POINT (8.52729958 47.35489460)
LOKALISATION_1552,2229,Wyssenbühlsteig,1,1,POINT (8.52853558 47.35740760)
LOKALISATION_1553,175,Baumhaldenstrasse,1,1,POINT (8.50213219 47.36232350)
LOKALISATION_1554,1518,Pappelstrasse,1,1,POINT (8.50486350 47.36434728)
LOKALISATION_1555,148,Bahnhofquai,1,1,POINT (8.54186155 47.37647067)
LOKALISATION_1556,17,Affolternstrasse,1,1,POINT (8.54168301 47.41115265)
LOKALISATION_1557,2087,Verena-Conzett-Strasse,1,1,POINT (8.52646811 47.37055909)
LOKALISATION_1558,2470,Cassiopeiasteg,1,1,POINT (8.53766849 47.34260945)
LOKALISATION_1559,1093,Kenngottweg,1,1,POINT (8.54635881 47.37822950)
LOKALISATION_1560,500,Eschwiesenstrasse,1,1,POINT (8.51553814 47.37252194)
LOKALISATION_1561,923,Höschgasse,1,1,POINT (8.55194131 47.35687605)
LOKALISATION_1562,33,Alderstrasse,1,1,POINT (8.55433587 47.35666785)
LOKALISATION_1563,177,Baurstrasse,1,1,POINT (8.55476003 47.35590065)
LOKALISATION_1564,2528,Leonhardsteig,1,1,POINT (8.54587756 47.37847775)
LOKALISATION_1565,2529,Sihlpostgasse,1,1,POINT (8.53505802 47.37735890)
LOKALISATION_1566,2483,Dialogweg,1,1,POINT (8.55960798 47.41410471)
LOKALISATION_1567,2484,Genossenschaftsstrasse,1,1,POINT (8.56115081 47.41331746)
LOKALISATION_1568,206,Bernerstrasse Nord,1,1,POINT (8.50107275 47.39380458)
LOKALISATION_1569,1561,Quellenstrasse,1,1,POINT (8.52870832 47.38597030)
LOKALISATION_1570,1442,Neugasse,1,1,POINT (8.52667287 47.38389176)
LOKALISATION_1571,328,Bullingerstrasse,1,1,POINT (8.50883840 47.38205690)
LOKALISATION_1572,2044,Trottenstrasse,1,1,POINT (8.52062339 47.39553452)
LOKALISATION_1573,715,Griesernweg,1,1,POINT (8.51866862 47.39712967)
LOKALISATION_1574,1721,Schaffhauserplatz,1,2,POINT (8.53859524 47.39153179)
LOKALISATION_1575,2374,Pflaumenweg,0,1,POINT (8.51964389 47.41374849)
LOKALISATION_1576,2375,Spalierweg,0,1,POINT (8.52046543 47.41332763)
LOKALISATION_1577,2376,Knospenweg,0,1,POINT (8.52210538 47.41257546)
LOKALISATION_1578,2377,Obsthaldenweg,0,1,POINT (8.52127669 47.41262482)
LOKALISATION_1579,993,Im Tannegg,1,1,POINT (8.50409877 47.36199403)
LOKALISATION_1580,647,Georg-Baumberger-Weg,1,1,POINT (8.50400173 47.36107080)
LOKALISATION_1581,2058,Uetliberghalde,1,1,POINT (8.50894574 47.35356635)
LOKALISATION_1582,1081,Katzenrütifussweg,1,1,POINT (8.50680534 47.42978674)
LOKALISATION_1583,1164,Kreuzwiesen,1,1,POINT (8.57510719 47.40661362)
